"Date","Payment method","Cardholder origin","Channel","Amount CHF","Number of transactions"
"2019-01-01","Credit","Domestic","E-comm",5967672.96,109769
"2019-01-01","Credit","Domestic","POS",13743412.04,138324
"2019-01-01","Credit","Foreign","E-comm",1257819.8,11471
"2019-01-01","Credit","Foreign","POS",12938527.34,114084
"2019-01-01","Debit","Domestic","All",20364943.86,416789
"2019-01-01","Debit","Foreign","All",1948492.35,28581
"2019-01-01","Mobile","all","all",509639.66,2915
"2019-01-02","Credit","Domestic","E-comm",9424685.07,127256
"2019-01-02","Credit","Domestic","POS",28963971.08,316801
"2019-01-02","Credit","Foreign","E-comm",2828521.69,16302
"2019-01-02","Credit","Foreign","POS",19430239.25,156603
"2019-01-02","Debit","Domestic","All",64742285.27,1096825
"2019-01-02","Debit","Foreign","All",3239385.45,44506
"2019-01-02","Mobile","all","all",652538.66,5177
"2019-01-03","Credit","Domestic","E-comm",11060496.77,165362
"2019-01-03","Credit","Domestic","POS",38347910,471934
"2019-01-03","Credit","Foreign","E-comm",3033544.57,17809
"2019-01-03","Credit","Foreign","POS",19693517.64,161335
"2019-01-03","Debit","Domestic","All",101229970,1670512
"2019-01-03","Debit","Foreign","All",3222266.13,44683
"2019-01-03","Mobile","all","all",620701.22,7479
"2019-01-04","Credit","Domestic","E-comm",9478645.89,146990
"2019-01-04","Credit","Domestic","POS",42483188.3,504985
"2019-01-04","Credit","Foreign","E-comm",2848542.81,16455
"2019-01-04","Credit","Foreign","POS",19187204.2799999,151408
"2019-01-04","Debit","Domestic","All",109924507.39,1789454
"2019-01-04","Debit","Foreign","All",3342473.43,42843
"2019-01-04","Mobile","all","all",552705.03,7357
"2019-01-05","Credit","Domestic","E-comm",7374728.21,131886
"2019-01-05","Credit","Domestic","POS",47153645.97,513940
"2019-01-05","Credit","Foreign","E-comm",1562473.59,12661
"2019-01-05","Credit","Foreign","POS",17474816.51,145197
"2019-01-05","Debit","Domestic","All",117779358.5,1840683
"2019-01-05","Debit","Foreign","All",2880124.31,37421
"2019-01-05","Mobile","all","all",536771.64,6808
"2019-01-06","Credit","Domestic","E-comm",8424017.24,117999
"2019-01-06","Credit","Domestic","POS",10081417.45,143192
"2019-01-06","Credit","Foreign","E-comm",1642104.62,13853
"2019-01-06","Credit","Foreign","POS",10655354.21,89444
"2019-01-06","Debit","Domestic","All",19229481.04,473420
"2019-01-06","Debit","Foreign","All",1448388.74,18452
"2019-01-06","Mobile","all","all",355433.03,3440
"2019-01-07","Credit","Domestic","E-comm",11952067.77,166493
"2019-01-07","Credit","Domestic","POS",26244896.78,433628
"2019-01-07","Credit","Foreign","E-comm",3884303.84999999,21026
"2019-01-07","Credit","Foreign","POS",12078329.7500001,116424
"2019-01-07","Debit","Domestic","All",77997440.56,1589944
"2019-01-07","Debit","Foreign","All",1291584.44,21298
"2019-01-07","Mobile","all","all",663436.33,8315
"2019-01-08","Credit","Domestic","E-comm",10714071.99,160845
"2019-01-08","Credit","Domestic","POS",26768063.08,432726
"2019-01-08","Credit","Foreign","E-comm",3642395.84,19561
"2019-01-08","Credit","Foreign","POS",11272671.46,106009
"2019-01-08","Debit","Domestic","All",75647343.1799999,1549266
"2019-01-08","Debit","Foreign","All",1087661.98,19354
"2019-01-08","Mobile","all","all",676522.14,8372
"2019-01-09","Credit","Domestic","E-comm",10346581.96,166653
"2019-01-09","Credit","Domestic","POS",28187819.92,446480
"2019-01-09","Credit","Foreign","E-comm",3424972.14,19021
"2019-01-09","Credit","Foreign","POS",11463335.1100001,108664
"2019-01-09","Debit","Domestic","All",78105506.56,1598668
"2019-01-09","Debit","Foreign","All",1033086.88,18905
"2019-01-09","Mobile","all","all",470144.17,8151
"2019-01-10","Credit","Domestic","E-comm",10281686.76,183978
"2019-01-10","Credit","Domestic","POS",29799980.79,463487
"2019-01-10","Credit","Foreign","E-comm",3801661.08,19614
"2019-01-10","Credit","Foreign","POS",12157598.59,116066
"2019-01-10","Debit","Domestic","All",79472375.75,1630502
"2019-01-10","Debit","Foreign","All",1172978.62,20282
"2019-01-10","Mobile","all","all",526521.44,8343
"2019-01-11","Credit","Domestic","E-comm",9186853.73999999,179145
"2019-01-11","Credit","Domestic","POS",38941302.25,546876
"2019-01-11","Credit","Foreign","E-comm",3437236.47,19109
"2019-01-11","Credit","Foreign","POS",13993002.9100001,125338
"2019-01-11","Debit","Domestic","All",104648856.01,1936240
"2019-01-11","Debit","Foreign","All",1577990.1,24253
"2019-01-11","Mobile","all","all",652836.06,8758
"2019-01-12","Credit","Domestic","E-comm",6958828.05,145392
"2019-01-12","Credit","Domestic","POS",52515352.1,593352
"2019-01-12","Credit","Foreign","E-comm",1586938.93,13132
"2019-01-12","Credit","Foreign","POS",13842767.58,130925
"2019-01-12","Debit","Domestic","All",130523009.99,2051429
"2019-01-12","Debit","Foreign","All",2025937.54,29018
"2019-01-12","Mobile","all","all",698938.94,7324
"2019-01-13","Credit","Domestic","E-comm",8288628.35000001,124012
"2019-01-13","Credit","Domestic","POS",10022474.38,151845
"2019-01-13","Credit","Foreign","E-comm",1805860.49,14226
"2019-01-13","Credit","Foreign","POS",7998010.83000003,83134
"2019-01-13","Debit","Domestic","All",19096386.83,486280
"2019-01-13","Debit","Foreign","All",913538.11,15590
"2019-01-13","Mobile","all","all",416742.27,3537
"2019-01-14","Credit","Domestic","E-comm",10874371.39,163890
"2019-01-14","Credit","Domestic","POS",25605097.92,443941
"2019-01-14","Credit","Foreign","E-comm",3965491.35,20632
"2019-01-14","Credit","Foreign","POS",11232584.61,113028
"2019-01-14","Debit","Domestic","All",71368517.68,1566655
"2019-01-14","Debit","Foreign","All",995629.52,19129
"2019-01-14","Mobile","all","all",608671.97,8499
"2019-01-15","Credit","Domestic","E-comm",9658980.61000001,157733
"2019-01-15","Credit","Domestic","POS",27928549.94,462043
"2019-01-15","Credit","Foreign","E-comm",3701401.55999999,19399
"2019-01-15","Credit","Foreign","POS",12237586.74,115436
"2019-01-15","Debit","Domestic","All",73147881.98,1576221
"2019-01-15","Debit","Foreign","All",1058359.13,20029
"2019-01-15","Mobile","all","all",948249.53,8697
"2019-01-16","Credit","Domestic","E-comm",9236623.54,158594
"2019-01-16","Credit","Domestic","POS",29609585.36,479112
"2019-01-16","Credit","Foreign","E-comm",3350744.02,19244
"2019-01-16","Credit","Foreign","POS",11732410.05,121837
"2019-01-16","Debit","Domestic","All",76242301.69,1629695
"2019-01-16","Debit","Foreign","All",1112845.05,20943
"2019-01-16","Mobile","all","all",1104892.4,8851
"2019-01-17","Credit","Domestic","E-comm",9235033.49,168569
"2019-01-17","Credit","Domestic","POS",30837056.09,486070
"2019-01-17","Credit","Foreign","E-comm",3416326.94,19575
"2019-01-17","Credit","Foreign","POS",12979032.2,127887
"2019-01-17","Debit","Domestic","All",77125051.36,1625103
"2019-01-17","Debit","Foreign","All",1192455.58,21435
"2019-01-17","Mobile","all","all",889251.04,8949
"2019-01-18","Credit","Domestic","E-comm",9072103.87,177534
"2019-01-18","Credit","Domestic","POS",40106460.99,563729
"2019-01-18","Credit","Foreign","E-comm",3291370.58999999,19778
"2019-01-18","Credit","Foreign","POS",16689152.88,138335
"2019-01-18","Debit","Domestic","All",99580767.38,1894984
"2019-01-18","Debit","Foreign","All",1508346.55,24984
"2019-01-18","Mobile","all","all",705769.02,8939
"2019-01-19","Credit","Domestic","E-comm",6525757.25,146297
"2019-01-19","Credit","Domestic","POS",52771108.34,604311
"2019-01-19","Credit","Foreign","E-comm",1577539.01,13898
"2019-01-19","Credit","Foreign","POS",14819608.9100001,145266
"2019-01-19","Debit","Domestic","All",124195416.54,1990967
"2019-01-19","Debit","Foreign","All",2036167.75,30609
"2019-01-19","Mobile","all","all",729732.08,7244
"2019-01-20","Credit","Domestic","E-comm",7601147.78,122520
"2019-01-20","Credit","Domestic","POS",12066686.61,177080
"2019-01-20","Credit","Foreign","E-comm",1809790.41,14462
"2019-01-20","Credit","Foreign","POS",9259814.76000001,100188
"2019-01-20","Debit","Domestic","All",21813751.27,526612
"2019-01-20","Debit","Foreign","All",1184629.88,18790
"2019-01-20","Mobile","all","all",781132.689999999,3954
"2019-01-21","Credit","Domestic","E-comm",9990621.64,158212
"2019-01-21","Credit","Domestic","POS",26634424.26,462593
"2019-01-21","Credit","Foreign","E-comm",3967428.94,20530
"2019-01-21","Credit","Foreign","POS",11922631.96,129234
"2019-01-21","Debit","Domestic","All",69958468.61,1541106
"2019-01-21","Debit","Foreign","All",1187198.36,21527
"2019-01-21","Mobile","all","all",625210.53,8505
"2019-01-22","Credit","Domestic","E-comm",8987726.74,152324
"2019-01-22","Credit","Domestic","POS",28091971.45,468997
"2019-01-22","Credit","Foreign","E-comm",3905991.44,20190
"2019-01-22","Credit","Foreign","POS",11744144.39,125464
"2019-01-22","Debit","Domestic","All",70100745.08,1527242
"2019-01-22","Debit","Foreign","All",1078185.91,21495
"2019-01-22","Mobile","all","all",675560.16,8554
"2019-01-23","Credit","Domestic","E-comm",9008732.35,158166
"2019-01-23","Credit","Domestic","POS",30305343.08,489118
"2019-01-23","Credit","Foreign","E-comm",3664592.38999999,19971
"2019-01-23","Credit","Foreign","POS",12906019.51,133108
"2019-01-23","Debit","Domestic","All",74979125.96,1594877
"2019-01-23","Debit","Foreign","All",1179434.21,22702
"2019-01-23","Mobile","all","all",667313.4,8562
"2019-01-24","Credit","Domestic","E-comm",9203877.54,168387
"2019-01-24","Credit","Domestic","POS",31945008.25,500504
"2019-01-24","Credit","Foreign","E-comm",3848446.39,19779
"2019-01-24","Credit","Foreign","POS",15309922.5100001,141873
"2019-01-24","Debit","Domestic","All",78511604.35,1639249
"2019-01-24","Debit","Foreign","All",1295488.85,23529
"2019-01-24","Mobile","all","all",728640.54,8812
"2019-01-25","Credit","Domestic","E-comm",9180099.49,176678
"2019-01-25","Credit","Domestic","POS",39308805.2,549400
"2019-01-25","Credit","Foreign","E-comm",2950486.61,19509
"2019-01-25","Credit","Foreign","POS",16552255.58,153124
"2019-01-25","Debit","Domestic","All",114364666.75,2077853
"2019-01-25","Debit","Foreign","All",1690330.05,27769
"2019-01-25","Mobile","all","all",770842.15,9496
"2019-01-26","Credit","Domestic","E-comm",6917622.98,146541
"2019-01-26","Credit","Domestic","POS",51937802.71,578347
"2019-01-26","Credit","Foreign","E-comm",1443433.51,13487
"2019-01-26","Credit","Foreign","POS",16269186.2,155877
"2019-01-26","Debit","Domestic","All",144414507.79,2224369
"2019-01-26","Debit","Foreign","All",2261529.77999999,32644
"2019-01-26","Mobile","all","all",949612.9,8120
"2019-01-27","Credit","Domestic","E-comm",8182543.27,125954
"2019-01-27","Credit","Domestic","POS",12558338.94,167331
"2019-01-27","Credit","Foreign","E-comm",1744814.7,14486
"2019-01-27","Credit","Foreign","POS",10129175.5100001,102220
"2019-01-27","Debit","Domestic","All",25000885.06,586017
"2019-01-27","Debit","Foreign","All",1189621.17,18809
"2019-01-27","Mobile","all","all",583424.37,4406
"2019-01-28","Credit","Domestic","E-comm",10805251.83,168105
"2019-01-28","Credit","Domestic","POS",26033261.98,435279
"2019-01-28","Credit","Foreign","E-comm",4096573.32,24879
"2019-01-28","Credit","Foreign","POS",12045794.43,122980
"2019-01-28","Debit","Domestic","All",79261253.29,1669015
"2019-01-28","Debit","Foreign","All",1187629,21986
"2019-01-28","Mobile","all","all",947027.57,9725
"2019-01-29","Credit","Domestic","E-comm",9645283.54,160260
"2019-01-29","Credit","Domestic","POS",27865191.08,454140
"2019-01-29","Credit","Foreign","E-comm",3879679.5,20035
"2019-01-29","Credit","Foreign","POS",11487311.3300001,119240
"2019-01-29","Debit","Domestic","All",78447337.54,1661395
"2019-01-29","Debit","Foreign","All",1132295.2,21423
"2019-01-29","Mobile","all","all",715550.9,8866
"2019-01-30","Credit","Domestic","E-comm",9912988.24999999,162062
"2019-01-30","Credit","Domestic","POS",30247790.29,471399
"2019-01-30","Credit","Foreign","E-comm",3794028.21999999,20567
"2019-01-30","Credit","Foreign","POS",12762138.47,123586
"2019-01-30","Debit","Domestic","All",83268255.3399999,1725226
"2019-01-30","Debit","Foreign","All",1163103.19,22002
"2019-01-30","Mobile","all","all",726534.05,9506
"2019-01-31","Credit","Domestic","E-comm",10081688.69,175770
"2019-01-31","Credit","Domestic","POS",33132895.85,496773
"2019-01-31","Credit","Foreign","E-comm",3963857.53000001,21075
"2019-01-31","Credit","Foreign","POS",14011588.44,134063
"2019-01-31","Debit","Domestic","All",87202760.21,1763961
"2019-01-31","Debit","Foreign","All",1422994.28,24820
"2019-01-31","Mobile","all","all",643095.21,9566
"2019-02-01","Credit","Domestic","E-comm",10170342.89,191621
"2019-02-01","Credit","Domestic","POS",38556119.94,533821
"2019-02-01","Credit","Foreign","E-comm",4164096.29,20846
"2019-02-01","Credit","Foreign","POS",15253826.19,140855
"2019-02-01","Debit","Domestic","All",105515450.05,1972281
"2019-02-01","Debit","Foreign","All",1673290.63,26795
"2019-02-01","Mobile","all","all",787061.43,9856
"2019-02-02","Credit","Domestic","E-comm",7268270.83,151615
"2019-02-02","Credit","Domestic","POS",53515971.14,595839
"2019-02-02","Credit","Foreign","E-comm",1839720.36,14696
"2019-02-02","Credit","Foreign","POS",17749344.33,158406
"2019-02-02","Debit","Domestic","All",137996086.46,2166858
"2019-02-02","Debit","Foreign","All",2421477.78,36042
"2019-02-02","Mobile","all","all",1026268.58,8579
"2019-02-03","Credit","Domestic","E-comm",8211875.11,129793
"2019-02-03","Credit","Domestic","POS",12164544.69,166307
"2019-02-03","Credit","Foreign","E-comm",1889770.31,15268
"2019-02-03","Credit","Foreign","POS",12230162.55,105304
"2019-02-03","Debit","Domestic","All",23173070.19,555537
"2019-02-03","Debit","Foreign","All",1427041.58,20990
"2019-02-03","Mobile","all","all",844552.85,4674
"2019-02-04","Credit","Domestic","E-comm",11632710.8,161880
"2019-02-04","Credit","Domestic","POS",26752204.05,447546
"2019-02-04","Credit","Foreign","E-comm",3606372.58,20237
"2019-02-04","Credit","Foreign","POS",14092872.74,130077
"2019-02-04","Debit","Domestic","All",76244686.19,1630600
"2019-02-04","Debit","Foreign","All",1429991.37,24823
"2019-02-04","Mobile","all","all",1067249.97,9337
"2019-02-05","Credit","Domestic","E-comm",10002783.27,161792
"2019-02-05","Credit","Domestic","POS",27281093.41,456751
"2019-02-05","Credit","Foreign","E-comm",3566310.86999999,19089
"2019-02-05","Credit","Foreign","POS",14553833.62,124466
"2019-02-05","Debit","Domestic","All",75621806.84,1625299
"2019-02-05","Debit","Foreign","All",1233057.24,23411
"2019-02-05","Mobile","all","all",1055433.42,9530
"2019-02-06","Credit","Domestic","E-comm",9455090.56,160759
"2019-02-06","Credit","Domestic","POS",29089289.7,472495
"2019-02-06","Credit","Foreign","E-comm",3345898.09,19127
"2019-02-06","Credit","Foreign","POS",16761169.02,130960
"2019-02-06","Debit","Domestic","All",79323793.07,1680301
"2019-02-06","Debit","Foreign","All",1314529.69,24660
"2019-02-06","Mobile","all","all",1231885.13,9987
"2019-02-07","Credit","Domestic","E-comm",9625738.98000001,169150
"2019-02-07","Credit","Domestic","POS",30628613.4,482797
"2019-02-07","Credit","Foreign","E-comm",3124974.28,19530
"2019-02-07","Credit","Foreign","POS",17551124.23,137894
"2019-02-07","Debit","Domestic","All",80975094.25,1694750
"2019-02-07","Debit","Foreign","All",1498113.91,26494
"2019-02-07","Mobile","all","all",1031033.04,9473
"2019-02-08","Credit","Domestic","E-comm",9511621.04,174215
"2019-02-08","Credit","Domestic","POS",39815577.18,561510
"2019-02-08","Credit","Foreign","E-comm",3201721.71,19262
"2019-02-08","Credit","Foreign","POS",19216534.47,152920
"2019-02-08","Debit","Domestic","All",104579899.66,1984924
"2019-02-08","Debit","Foreign","All",1894347.54,30250
"2019-02-08","Mobile","all","all",1239533.4,10209
"2019-02-09","Credit","Domestic","E-comm",6972207.85999999,145370
"2019-02-09","Credit","Domestic","POS",52784900.68,597184
"2019-02-09","Credit","Foreign","E-comm",1709146.72,14447
"2019-02-09","Credit","Foreign","POS",19331121.32,164079
"2019-02-09","Debit","Domestic","All",128893692.38,2083875
"2019-02-09","Debit","Foreign","All",2377822.90999999,35909
"2019-02-09","Mobile","all","all",1146444.2,8609
"2019-02-10","Credit","Domestic","E-comm",8151102.7,126871
"2019-02-10","Credit","Domestic","POS",13223959.63,177358
"2019-02-10","Credit","Foreign","E-comm",1967726.99,15310
"2019-02-10","Credit","Foreign","POS",13412036,109366
"2019-02-10","Debit","Domestic","All",23361357.55,560711
"2019-02-10","Debit","Foreign","All",1231803.75,19717
"2019-02-10","Mobile","all","all",1052596.11,4749
"2019-02-11","Credit","Domestic","E-comm",11576077.3,167983
"2019-02-11","Credit","Domestic","POS",26465549.21,448869
"2019-02-11","Credit","Foreign","E-comm",3566774.57999999,20987
"2019-02-11","Credit","Foreign","POS",15786595.6800001,132300
"2019-02-11","Debit","Domestic","All",72028773.87,1583535
"2019-02-11","Debit","Foreign","All",1170372.56,22104
"2019-02-11","Mobile","all","all",1188728.71,10130
"2019-02-12","Credit","Domestic","E-comm",9920306.65999999,160584
"2019-02-12","Credit","Domestic","POS",28885053.17,479588
"2019-02-12","Credit","Foreign","E-comm",3905950.45,20138
"2019-02-12","Credit","Foreign","POS",15003442.53,130634
"2019-02-12","Debit","Domestic","All",74456477.56,1614184
"2019-02-12","Debit","Foreign","All",1234973.48,22416
"2019-02-12","Mobile","all","all",1264827.81,10078
"2019-02-13","Credit","Domestic","E-comm",9682136.5,161865
"2019-02-13","Credit","Domestic","POS",31044449.76,502774
"2019-02-13","Credit","Foreign","E-comm",3607030.1,20503
"2019-02-13","Credit","Foreign","POS",15449967.29,137881
"2019-02-13","Debit","Domestic","All",77858856.2299999,1688593
"2019-02-13","Debit","Foreign","All",1294892.79,23801
"2019-02-13","Mobile","all","all",1214988.78,10193
"2019-02-14","Credit","Domestic","E-comm",9413258.95,168571
"2019-02-14","Credit","Domestic","POS",36151049.22,559346
"2019-02-14","Credit","Foreign","E-comm",3548812.76,20327
"2019-02-14","Credit","Foreign","POS",16010149.81,152462
"2019-02-14","Debit","Domestic","All",86246568.9,1831631
"2019-02-14","Debit","Foreign","All",1469570.65,26542
"2019-02-14","Mobile","all","all",893647.549999999,10421
"2019-02-15","Credit","Domestic","E-comm",8626960.53,170691
"2019-02-15","Credit","Domestic","POS",41532354.05,577863
"2019-02-15","Credit","Foreign","E-comm",3820341.47999999,19641
"2019-02-15","Credit","Foreign","POS",20284761.4,161855
"2019-02-15","Debit","Domestic","All",99010312.7599999,1911338
"2019-02-15","Debit","Foreign","All",1831428.02,30198
"2019-02-15","Mobile","all","all",947393.780000001,9653
"2019-02-16","Credit","Domestic","E-comm",6646041.72,147356
"2019-02-16","Credit","Domestic","POS",53032131.34,612042
"2019-02-16","Credit","Foreign","E-comm",1880586.04,14860
"2019-02-16","Credit","Foreign","POS",20335431.99,179113
"2019-02-16","Debit","Domestic","All",120119197.8,1987378
"2019-02-16","Debit","Foreign","All",3063269.49,39883
"2019-02-16","Mobile","all","all",928440.89,7824
"2019-02-17","Credit","Domestic","E-comm",7344814.06,134603
"2019-02-17","Credit","Domestic","POS",15788261.67,219785
"2019-02-17","Credit","Foreign","E-comm",1935245.59,15830
"2019-02-17","Credit","Foreign","POS",14690917.7200001,127431
"2019-02-17","Debit","Domestic","All",26487101.89,628403
"2019-02-17","Debit","Foreign","All",2173579.69,26453
"2019-02-17","Mobile","all","all",831783.43,4239
"2019-02-18","Credit","Domestic","E-comm",9852964.27,157535
"2019-02-18","Credit","Domestic","POS",27441244.03,478893
"2019-02-18","Credit","Foreign","E-comm",3544071.6,19896
"2019-02-18","Credit","Foreign","POS",15153188.64,149507
"2019-02-18","Debit","Domestic","All",70291374.1199999,1584958
"2019-02-18","Debit","Foreign","All",1751006.73,29783
"2019-02-18","Mobile","all","all",936974.01,9593
"2019-02-19","Credit","Domestic","E-comm",9116498.38999999,150536
"2019-02-19","Credit","Domestic","POS",28547793.91,488970
"2019-02-19","Credit","Foreign","E-comm",3506835.29,18995
"2019-02-19","Credit","Foreign","POS",14411812.11,143323
"2019-02-19","Debit","Domestic","All",69799750.81,1570776
"2019-02-19","Debit","Foreign","All",1472851.8,28055
"2019-02-19","Mobile","all","all",648648.15,9484
"2019-02-20","Credit","Domestic","E-comm",9631108.59,156102
"2019-02-20","Credit","Domestic","POS",30417072.29,503001
"2019-02-20","Credit","Foreign","E-comm",3862111.71,19424
"2019-02-20","Credit","Foreign","POS",13871246.84,147180
"2019-02-20","Debit","Domestic","All",72706274.3800001,1609146
"2019-02-20","Debit","Foreign","All",1556732.12,29246
"2019-02-20","Mobile","all","all",587159.21,8971
"2019-02-21","Credit","Domestic","E-comm",8910488.14,159541
"2019-02-21","Credit","Domestic","POS",32430606.05,520326
"2019-02-21","Credit","Foreign","E-comm",3594457.26999999,19215
"2019-02-21","Credit","Foreign","POS",16006838.78,155684
"2019-02-21","Debit","Domestic","All",75684995.8100001,1641414
"2019-02-21","Debit","Foreign","All",1763599.05999999,31070
"2019-02-21","Mobile","all","all",674981.4,8922
"2019-02-22","Credit","Domestic","E-comm",8846888.03000001,168566
"2019-02-22","Credit","Domestic","POS",41946327.59,589033
"2019-02-22","Credit","Foreign","E-comm",3411590.66999999,19814
"2019-02-22","Credit","Foreign","POS",19972583.67,170610
"2019-02-22","Debit","Domestic","All",99248283.9700001,1905821
"2019-02-22","Debit","Foreign","All",2553686.86999999,36867
"2019-02-22","Mobile","all","all",836139.03,9292
"2019-02-23","Credit","Domestic","E-comm",6894950.81,146411
"2019-02-23","Credit","Domestic","POS",55135025.5700001,632798
"2019-02-23","Credit","Foreign","E-comm",1713465.71,14747
"2019-02-23","Credit","Foreign","POS",20167585.5800001,177710
"2019-02-23","Debit","Domestic","All",122189294.11,1987096
"2019-02-23","Debit","Foreign","All",3600899.99999999,44974
"2019-02-23","Mobile","all","all",914645.579999999,7343
"2019-02-24","Credit","Domestic","E-comm",7974924.06,134079
"2019-02-24","Credit","Domestic","POS",15281410.61,216826
"2019-02-24","Credit","Foreign","E-comm",1886831.16,15479
"2019-02-24","Credit","Foreign","POS",13452242.26,121191
"2019-02-24","Debit","Domestic","All",24926318.85,595696
"2019-02-24","Debit","Foreign","All",2237339.22,27544
"2019-02-24","Mobile","all","all",416891.61,3890
"2019-02-25","Credit","Domestic","E-comm",10719082.9,155650
"2019-02-25","Credit","Domestic","POS",27453297.48,470191
"2019-02-25","Credit","Foreign","E-comm",4051766.65999999,21826
"2019-02-25","Credit","Foreign","POS",13668610.2500001,143844
"2019-02-25","Debit","Domestic","All",81993078.9,1741667
"2019-02-25","Debit","Foreign","All",1828061.55,30580
"2019-02-25","Mobile","all","all",663229.47,10291
"2019-02-26","Credit","Domestic","E-comm",9644021.62000001,158824
"2019-02-26","Credit","Domestic","POS",28368005.1,468130
"2019-02-26","Credit","Foreign","E-comm",4141757.62999999,28171
"2019-02-26","Credit","Foreign","POS",12250419.46,136728
"2019-02-26","Debit","Domestic","All",82419377.47,1759046
"2019-02-26","Debit","Foreign","All",1599806.48,29293
"2019-02-26","Mobile","all","all",641499.38,10230
"2019-02-27","Credit","Domestic","E-comm",9552677.38,157856
"2019-02-27","Credit","Domestic","POS",30836641.14,488959
"2019-02-27","Credit","Foreign","E-comm",3874836.78999999,22046
"2019-02-27","Credit","Foreign","POS",13625525.51,142517
"2019-02-27","Debit","Domestic","All",87318360.64,1838709
"2019-02-27","Debit","Foreign","All",1676329.38,31215
"2019-02-27","Mobile","all","all",683146.41,10425
"2019-02-28","Credit","Domestic","E-comm",9793140.97000001,178543
"2019-02-28","Credit","Domestic","POS",32020007.06,497698
"2019-02-28","Credit","Foreign","E-comm",4334433.41,23187
"2019-02-28","Credit","Foreign","POS",14633706.33,149360
"2019-02-28","Debit","Domestic","All",86172159.5399999,1823948
"2019-02-28","Debit","Foreign","All",1804343.71,31928
"2019-02-28","Mobile","all","all",909212.33,10741
"2019-03-01","Credit","Domestic","E-comm",10031505.81,187292
"2019-03-01","Credit","Domestic","POS",41222673.5000001,553410
"2019-03-01","Credit","Foreign","E-comm",3792245.77999999,22583
"2019-03-01","Credit","Foreign","POS",18027453.0600001,160544
"2019-03-01","Debit","Domestic","All",111937621.26,2066189
"2019-03-01","Debit","Foreign","All",2723907.34999999,38182
"2019-03-01","Mobile","all","all",1003439.74,10957
"2019-03-02","Credit","Domestic","E-comm",7161135.9,153411
"2019-03-02","Credit","Domestic","POS",53962863.84,594518
"2019-03-02","Credit","Foreign","E-comm",1907128.12,16295
"2019-03-02","Credit","Foreign","POS",19230960.67,178907
"2019-03-02","Debit","Domestic","All",136458403.2,2182315
"2019-03-02","Debit","Foreign","All",4175268.01,50656
"2019-03-02","Mobile","all","all",930845.98,8947
"2019-03-03","Credit","Domestic","E-comm",7950619.45,139015
"2019-03-03","Credit","Domestic","POS",13094305.91,185900
"2019-03-03","Credit","Foreign","E-comm",1995463.21,17335
"2019-03-03","Credit","Foreign","POS",13318340.98,127490
"2019-03-03","Debit","Domestic","All",25032800.73,622126
"2019-03-03","Debit","Foreign","All",2960492.36,33183
"2019-03-03","Mobile","all","all",729918.1,5031
"2019-03-04","Credit","Domestic","E-comm",11145711.38,175134
"2019-03-04","Credit","Domestic","POS",26333588.56,449253
"2019-03-04","Credit","Foreign","E-comm",4003597.62999999,23416
"2019-03-04","Credit","Foreign","POS",15264324,151123
"2019-03-04","Debit","Domestic","All",77089726.36,1686808
"2019-03-04","Debit","Foreign","All",2541106.15,39008
"2019-03-04","Mobile","all","all",681273.33,10943
"2019-03-05","Credit","Domestic","E-comm",10198020.5,167222
"2019-03-05","Credit","Domestic","POS",28658677.8,471196
"2019-03-05","Credit","Foreign","E-comm",3986641.60999999,22108
"2019-03-05","Credit","Foreign","POS",14322156.5500001,147950
"2019-03-05","Debit","Domestic","All",77732588.78,1703988
"2019-03-05","Debit","Foreign","All",2435748.92,38217
"2019-03-05","Mobile","all","all",779200.98,11419
"2019-03-06","Credit","Domestic","E-comm",9953166.11,162205
"2019-03-06","Credit","Domestic","POS",30451255.23,489196
"2019-03-06","Credit","Foreign","E-comm",3788811.33,22152
"2019-03-06","Credit","Foreign","POS",16031972.87,153686
"2019-03-06","Debit","Domestic","All",81728260.2499999,1770944
"2019-03-06","Debit","Foreign","All",2197632.58999999,36706
"2019-03-06","Mobile","all","all",742911.88,10897
"2019-03-07","Credit","Domestic","E-comm",9622247.13,173399
"2019-03-07","Credit","Domestic","POS",32333534.83,506740
"2019-03-07","Credit","Foreign","E-comm",3613711.85,24939
"2019-03-07","Credit","Foreign","POS",16964072.74,163188
"2019-03-07","Debit","Domestic","All",85118085.05,1811444
"2019-03-07","Debit","Foreign","All",2338879.85,38292
"2019-03-07","Mobile","all","all",1043751.02,11825
"2019-03-08","Credit","Domestic","E-comm",9566948.37000001,180518
"2019-03-08","Credit","Domestic","POS",41813437.27,581737
"2019-03-08","Credit","Foreign","E-comm",3535836.58999999,22995
"2019-03-08","Credit","Foreign","POS",19675565.17,183183
"2019-03-08","Debit","Domestic","All",108770560.9,2097420
"2019-03-08","Debit","Foreign","All",3093705.8,43633
"2019-03-08","Mobile","all","all",764492.01,11482
"2019-03-09","Credit","Domestic","E-comm",7570001.91,154654
"2019-03-09","Credit","Domestic","POS",54686945.01,609785
"2019-03-09","Credit","Foreign","E-comm",1625015.2,16474
"2019-03-09","Credit","Foreign","POS",21936464.56,196052
"2019-03-09","Debit","Domestic","All",132859798.67,2159063
"2019-03-09","Debit","Foreign","All",3279917.47999999,46491
"2019-03-09","Mobile","all","all",1104195.83,9659
"2019-03-10","Credit","Domestic","E-comm",8377108.06,137680
"2019-03-10","Credit","Domestic","POS",12130647.91,176788
"2019-03-10","Credit","Foreign","E-comm",1828773.23,17280
